Id2,Total; Estimate; Total population,Male; Estimate; Total population,Female; Estimate; Total population,Male; Estimate; AGE - Under 5 years,Male; Estimate; AGE - 45 to 49 years,Male; Estimate; AGE - 50 to 54 years,Male; Estimate; AGE - 55 to 59 years,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Female; Estimate; AGE - Under 5 years,Female; Estimate; AGE - 45 to 49 years,Female; Estimate; AGE - 50 to 54 years,Female; Estimate; AGE - 55 to 59 years,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Male; Estimate; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
53226,18951,9143,9808,8.6,6.4,5.1,5.4,10,44.2,20.4,6.1,6.3,6.3,7.1,10.1,37.7,26.4,34.2,40.6,1108,37396,502306,2128352
95311,1912,893,1019,5.7,3.7,8.2,5.3,2.1,27.8,47.3,2.7,10.4,2.2,5.6,18.9,19.2,40.9,56.8,48.9,19,35,216,1092
8802,4093,1951,2142,9.3,11.7,11.6,12.5,13.3,22.8,18.8,2.1,11.3,12.4,9.1,17.7,32.4,15,47.1,43.9,78,515,4356,20958
46550,12987,6536,6451,9.5,6.3,4.3,6.4,20.7,38.9,14,8,4.8,5.8,5.7,21.2,36.9,17.5,30.3,31.4,356,6071,55842,265361
57242,353,199,154,14.1,0,7.5,6.5,21.1,35.2,15.6,17.5,8.4,7.8,1.9,16.9,25.3,22.1,21.9,36.4,15,44,395,1868
30642,11278,5630,5648,6.5,4.9,4.9,6.9,11.6,31.2,34,6.8,5.7,5.5,7.4,6.9,29,38.7,45.6,51.7,358,4082,31324,138676
93437,3317,1901,1416,17.1,0.3,0.4,1.2,15.4,64.4,1.2,21.8,1.1,0.4,1.1,16.5,58.5,0.5,23.3,24.1,74,1649,36892,115491
95565,1044,519,525,9.1,0.8,12.5,6,17.1,45.7,8.9,9,8.2,9.1,10.1,13.9,44.8,5,27.7,28.6,10,345,4633,18817
48845,1035,528,507,8.5,4.9,7.2,5.7,14,39.8,19.9,2.8,5.1,8.7,4.5,11.8,38.3,28.8,38.1,43.4,6,20,79,1152
4438,1097,527,570,5.7,7.6,2.7,9.1,8.9,40,26,8.1,2.8,13.2,7.9,11.6,38.4,18.1,44.1,38.9,19,36,213,1006
78344,389,212,177,11.8,15.6,8.5,7.5,13.7,18.4,24.5,6.8,2.8,6.8,2.3,11.3,42.9,27.1,47.4,43.4,6,36,475,1730
49876,999,499,500,0,7,2.4,6,11.2,38.3,35.1,0,2.8,0,9,13.2,34.8,40.2,46.2,48.7,28,600,9310,37660
55427,22808,10963,11845,5.2,8.5,6.2,7.3,14.7,37.2,20.9,4.8,5.9,8.5,7.1,12.7,36.7,24.3,39.5,42,777,17952,224534,905203
7865,2126,1111,1015,11.5,11.1,13.1,11.3,3.3,34.1,15.5,2.5,3.9,16.3,10,10.7,34.1,22.6,47.3,47.8,61,365,5378,21821
1339,1378,678,700,6.3,5,5.3,9.9,8.7,31.3,33.5,4.7,7.1,7,10.9,8.6,28.6,33.1,48.6,50.7,29,336,1378,5649
71223,379,218,161,0.5,2.8,7.8,4.6,30.3,27.1,27.1,7.5,6.2,7.5,8.7,0.6,36.6,32.9,28.2,49.3,8,11,57,256
31303,2436,1093,1343,13.6,3.1,12.4,5.3,5,38.4,22,11.5,7,8,7.8,13.6,34.2,17.9,39.5,33.4,16,78,446,1920
35068,7966,3675,4291,5.1,12.2,2.2,2.5,11.5,43.1,23.5,6.9,7.6,3.1,10,9.6,37.7,25.2,37.7,40.6,146,2212,13073,51815
62661,1339,659,680,3.8,2.7,11.1,3.2,16.8,31,31.4,6.3,3.8,5,9.6,12.5,34,28.8,44.3,42.6,15,68,278,1369
70503,29838,14452,15386,4.5,5.6,6.6,6.6,13.5,46.9,16.4,5.5,6.7,9.3,4.9,10.9,45.5,17.2,31,34.6,1705,21881,208920,869466
33308,28757,15184,13573,2.3,7.6,9.6,9.4,4.9,23.1,43,4.4,6.8,9,8.9,5.2,23.5,42.1,56.4,55.6,1631,17255,201162,811522
77075,42569,20748,21821,12,5.7,6.1,4.1,16.4,49.2,6.5,8.9,6.2,6,5.3,16.5,47.9,9.1,27.8,30,484,12207,143173,574379
57014,1337,695,642,6.3,7.3,9.9,7.5,12.8,33.1,23,4.4,6.4,9,9.5,11.7,29.9,29.1,40.8,49,39,259,1372,5702
19365,7174,3701,3473,6.5,4.1,8.5,9.7,16.9,36.6,17.7,6.5,4.2,10.7,8.7,14.3,34.8,20.9,37.4,40.8,169,2065,14703,64046
90680,30795,15310,15485,7.5,8.1,6,6.6,15.9,42.8,13.1,7.6,7.3,5.7,5.9,13.6,42.7,17.3,31.7,34.6,521,6936,59246,244408
20895,19494,9176,10318,8,8.3,8.2,7.6,14,33.9,19.9,5.9,7.5,5.5,7,14.7,33.5,25.9,41.7,42.8,587,6776,63789,276200
98403,7764,3783,3981,2.7,6.1,8,5.6,5.6,51.5,20.6,1.9,7.3,7.1,6.8,6.8,47.5,22.7,39.3,40.3,215,1619,14771,66729
32780,34423,16425,17998,4.8,5.4,7.9,6.3,9.4,34.4,31.9,5,5,6.9,7.9,9.2,31.8,34.2,46.7,49.1,705,7822,60303,247350
43824,3618,1872,1746,8.9,5.8,7.5,5.2,19.7,34.5,18.4,12.2,3.9,5.4,7.8,15.3,32.6,22.7,35.1,34.1,38,226,1427,6769
48377,15858,7634,8224,7.7,6.1,6.7,5,10.6,46.2,17.7,7.6,5.8,5.9,4.9,9.7,40.5,25.4,35.8,39.2,673,17514,262804,1009214
93420,30444,14716,15728,6,6.1,8.1,9.7,9.8,32,28.4,4.1,5.2,8.6,9.2,11.3,29.1,32.6,46.6,50.2,765,6512,60073,252401
29323,13656,6868,6788,4.6,9.3,6.5,8.3,11.4,37.7,22.2,3.2,7.2,9.2,7.7,10.5,37.1,25.2,43.8,44.3,179,1267,8076,37066
52561,973,498,475,8.8,6.4,10.6,4.6,16.5,34.7,18.3,14.1,5.5,2.9,5.1,13.7,41.9,16.8,34.8,31.3,19,282,3150,11355
77611,8302,4252,4050,6.7,3.8,9.8,5.5,16.2,43.8,14.3,5.9,7.8,9,4.1,18.1,37.7,17.4,31.9,35.1,157,2895,32328,129783
57522,387,205,182,4.9,5.9,12.2,16.1,16.1,19.5,25.4,14.3,4.4,15.9,11,6.6,25.3,22.5,51.3,49.7,10,84,598,2491
75435,1797,921,876,5,7.2,4.5,8.1,14.5,41.2,19.5,1.6,4.8,4.2,4.3,14.8,46.5,23.7,37.8,37.5,10,28,136,585
53158,16404,8269,8135,6.4,9.1,7,8.5,13.6,36.7,18.7,4.5,9.7,10.7,7.8,13.4,35.7,18.2,40.2,42.6,371,12024,135772,593720
67337,12841,6037,6804,7.8,7.5,6.2,7.6,10.7,36.7,23.6,6.7,4.7,8.5,8.4,11.2,32.9,27.7,40,44.5,325,5920,52916,220755
4268,4969,2265,2704,5.6,5.4,7.5,9.1,16.8,30.9,24.9,8.5,5.6,6.2,9,12,32.4,26.3,40.6,40.9,152,1935,17524,76705
4958,2034,975,1059,2.5,6.1,14.2,6.7,11.6,31.6,27.5,1,6.6,10.7,8.6,15.6,32.1,25.4,49,45.6,30,244,1978,9621
66020,1759,924,835,8.4,8.5,10.6,3,7.9,34.8,26.6,2.3,10.4,7.8,6,7.7,35,30.9,41.6,49,20,115,628,2710
80540,4901,2397,2504,5.3,6.8,13.4,10.6,11.8,32.6,19.5,4.2,6.3,10.8,9.4,9.5,37.3,22.5,45.2,44.4,146,788,5051,24676
37075,62512,29902,32610,5.5,7.8,7.7,7.1,14.9,39.5,17.6,4.7,6.5,8.3,6.4,13.3,38.4,22.4,39,41.4,1380,16785,140567,642780
99690,259,142,117,17.6,6.3,5.6,1.4,14.8,44.4,9.9,6.8,1.7,5.1,4.3,17.9,47.9,16.2,25.3,25.6,3,20,78,318
18018,32641,15524,17117,5.3,6.3,6.8,6.3,10.4,45.8,19.1,4.9,4.9,5.8,7.6,9.8,42.1,25,36.3,39.4,859,13216,137988,575588
67863,283,154,129,1.9,7.1,7.1,10.4,25.3,24,24,0,5.4,7.8,0,36.4,31.8,18.6,44.9,34.2,7,59,556,2386
99643,249,125,124,4.8,7.2,4.8,8,4.8,44.8,25.6,11.3,3.2,19.4,7.3,5.6,40.3,12.9,42.6,40.4,5,4,53,419
58021,459,231,228,3.9,3.5,8.7,7.8,19,37.2,19.9,11.8,3.9,3.9,8.3,12.3,42.5,17.1,31.3,33.2,5,13,106,499
90623,15839,7757,8082,5.1,7.9,6.9,7,11.6,40.4,21.1,5.2,9,7.6,5.9,11.5,35.6,25.3,38.9,42.8,336,6210,87327,361843
88310,37002,18409,18593,7,5.6,6.8,5.4,12.9,39.2,23.2,6.4,6.3,6.1,5.9,12.7,34.7,28,36.1,41.4,685,9170,63576,262802
46542,3902,1913,1989,7.8,5.7,9.8,9.3,16.7,33.3,17.5,6.3,5.6,6,10.9,16,34.8,20.4,38.2,39.2,91,1789,21312,85479
24133,2726,1275,1451,2.9,10.9,7.5,8.6,12.9,32.3,24.8,2.6,9.6,9,5.3,7.9,35.1,30.5,45.6,47.1,23,101,732,2919
92083,36431,18808,17623,6.2,6.6,5.5,4.7,14.3,51.5,11.1,8.6,6,7.2,5,13.3,46.1,13.8,32.3,32.7,833,10725,97526,399508
52203,1875,1039,836,5.5,8.5,5.1,10.5,8.4,36.3,25.8,4.5,6.1,12.2,5.7,7.1,30.1,34.2,44.9,52.1,70,3067,27681,119485
67468,173,95,78,18.9,1.1,4.2,21.1,11.6,30.5,12.6,10.3,5.1,10.3,9,10.3,24.4,30.8,31.9,50,10,27,190,844
10930,9021,4598,4423,8,11.2,11.2,6.3,16,32.8,14.5,6.4,9.2,9.6,7.2,12.7,38.3,16.6,40.3,38.8,116,491,3772,17004
94709,11866,5937,5929,2,4,3.6,3.8,3.3,68.8,14.6,4.6,3.1,4,6.1,2.7,60.1,19.4,27.9,31,322,3757,37394,172689
50052,197,89,108,4.5,9,3.4,16.9,14.6,18,33.7,10.2,1.9,2.8,0.9,25,26.9,32.4,55.1,31.7,4,11,66,332
10549,16353,8767,7586,6.5,7.7,6.4,6.7,12.6,45,15.1,3.6,10.8,7.5,8.3,13.7,33.9,22.2,34.8,44.2,945,10651,156254,693480
56711,22,12,10,0,0,0,100,0,0,0,0,0,100,0,0,0,0,-,-,7,18,86,379
28634,5690,2897,2793,16.7,3.5,8.4,8.5,11.6,32.9,18.5,5.3,7.2,7.1,7.5,10.2,40.8,21.8,37.1,39.9,67,431,3114,13875
47161,3775,1923,1852,8.7,9.9,6.1,6.9,18.5,32.3,17.6,9.3,5.4,6.2,4,19.1,32,23.9,38.5,38.2,34,222,1422,6343
11777,9129,4430,4699,4.1,9.9,8.8,8.5,11.5,30.6,26.7,2.5,8.1,9.1,5.9,13.5,32,29,47.7,46,465,7715,103767,448084
66517,2010,1094,916,17.3,6.6,4,3.3,15.1,45.6,8.1,12.1,3.8,4,3.7,8.6,58,9.7,24.9,32.3,16,62,205,861
41513,508,202,306,14.4,3.5,4.5,4,8.9,37.6,27.2,13.7,6.2,2.9,0,2.9,24.5,49.7,27.5,51.9,8,33,230,1633
33570,24698,12193,12505,8.6,5.3,6.1,4.7,16.7,40.2,18.3,10.8,5.6,5.2,6.2,14.2,38.6,19.4,33,34.1,325,4915,44403,201528
27572,7357,3915,3442,4.6,9.8,9,10.1,8.9,37.4,20.3,3.3,8,13.4,10.5,9.7,26.6,28.5,44.5,50.9,68,313,2256,10482
62075,3275,1245,2030,7.7,4.7,6.7,6.5,25.2,20.6,28.5,9.8,6.2,9.4,3.9,12.4,28.9,29.5,39.4,41.9,77,563,3555,15061
62628,752,346,406,6.4,5.2,7.5,7.8,5.5,41.6,26,11.6,6.7,2.2,11.3,14,28.8,25.4,42.8,39,12,52,361,1451
56327,770,422,348,6.9,7.6,6.6,6.6,14.5,25.6,32.2,4.3,6.6,3.7,10.6,11.8,32.2,30.7,46.3,46.3,12,166,2054,8981
12980,1358,692,666,3.3,4.9,10.5,10.8,12.7,31.8,25.9,7.1,8.7,8.1,8.9,10.1,28.4,28.8,46.8,47.9,12,50,242,1041
74070,14771,7335,7436,6.3,8.3,8,6,16.5,36.4,18.5,7.5,6.3,7.1,6.3,14.5,39.4,18.8,37.2,36.7,222,1991,14298,61781
64082,15437,7885,7552,8.5,8.6,5.7,5.3,18.6,40.1,13.3,7.3,8.1,7.9,5.9,16.9,39.6,14.4,34,36.7,226,1750,15484,70385
72537,484,244,240,0,18.4,10.2,0,15.6,13.1,42.6,0,2.9,3.3,12.1,0,32.1,49.6,52.5,58,5,14,124,762
2809,22364,10763,11601,5,7,6.8,8.7,9.1,40.9,22.4,3.3,5.3,7.6,7.4,7.7,41.4,27.3,39.9,43.3,535,7226,54020,243543
90232,15708,7679,8029,5.4,4.6,6.9,6.2,9.1,47.2,20.5,5.8,7.9,7.3,5.7,7.9,43.5,21.9,40.1,40.8,1212,51811,432907,2089371
75068,46216,22593,23623,8.5,6.5,5.3,3.3,20,48.6,7.8,10,7,3.3,5.7,18.6,46,9.4,31.5,32.5,367,2973,19960,85668
92678,495,254,241,0,10.6,16.1,11.8,10.2,33.5,17.7,5.4,19.1,9.1,0,10,36.5,19.9,48.2,43.1,7,98,403,1785
61701,35589,17234,18355,6.3,6.3,5.2,5.2,12.5,47.7,16.8,7.4,5.3,5.8,6.6,9.9,45.2,19.8,33.4,34.2,1108,23896,254821,1033757
63648,1795,909,886,5.2,4.3,8.4,1.2,19.3,42.2,19.5,2.4,1.1,6.1,4.7,25.6,45.6,14.4,32.2,30.4,13,28,50,320
63088,8484,4041,4443,7.1,7,5.2,5,9.1,49.2,17.5,6.9,6,4,7.9,9,41.5,24.7,34.3,38.1,234,3293,23305,105952
86404,16888,8143,8745,3.6,5.8,6.4,7.1,10.4,20.6,46.1,4.8,4.6,6.4,9.5,9.3,19.9,45.5,56.6,57,223,2251,14230,56385
13117,269,119,150,1.7,7.6,5,6.7,2.5,39.5,37,10.7,0,5.3,26,11.3,33.3,13.3,46.6,41.4,9,24,204,1208
36768,1138,552,586,5.1,9.1,7.4,2,19.2,29.7,27.5,0.5,3.2,2.4,2.7,15,47.6,28.5,41.3,40.1,5,50,387,1496
3811,6796,3258,3538,1.4,9.5,6,15.3,10.2,34.8,22.8,4.4,6.9,8.7,11.2,12.7,28,28.2,46.4,48.5,130,1082,10860,53228
33324,45933,21872,24061,6.7,7.7,6,6.4,13.5,41.2,18.6,6.1,7.4,7,6.5,10.7,40,22.3,36,40.4,1940,25353,275638,1140001
80758,4045,1840,2205,10.1,7.6,2.7,6.7,14.1,38,20.7,8.2,7.1,4.7,5.3,23.5,32.2,19.1,34.9,30.2,177,1211,11403,43680
67566,861,407,454,7.9,1.7,4.4,8.4,17.9,43.5,16.2,1.5,5.5,3.5,4.6,20,49.8,15,35.1,31.8,18,44,338,1601
8090,8526,4331,4195,5.5,9,7.7,6.9,14.8,39,17.2,5.5,9.2,7.4,7.2,12.8,33.2,24.6,40.9,42.8,87,653,4335,18775
4983,1709,853,856,8,2.6,7.5,6.9,17,31.3,26.7,4.9,4.2,4.8,8.3,12,36.6,29.2,40.1,42.6,29,158,1318,6225
14218,18877,9070,9807,8.7,6.7,6.4,9.3,12.2,37.3,19.5,8,5.1,7,8.2,8.6,38,25.2,36.5,41.7,315,4373,35056,153459
11693,11194,5382,5812,8.5,9.7,8.1,5.2,11.1,40.8,16.5,5.2,9.4,8.8,7.4,11.3,37.7,20.2,38.3,42,140,1187,9219,43309
76036,23377,11373,12004,7.7,9.6,6.6,6,16.6,40.6,12.8,6.3,6.3,7.6,5.9,15.3,39.9,18.6,34,38.1,286,3511,27915,117658
77014,33960,16076,17884,8.6,5.7,4.6,3.9,15.7,53.1,8.3,9.9,5.6,5,2.8,19.5,46.4,10.7,29.4,29.2,410,3840,45806,185793
53706,6271,3294,2977,0,0,0,0,0,100,0,0,0,0,0,0,100,0,19.1,19.1,16,145,1636,7448
64474,879,477,402,3.6,4.4,4.4,7.3,9.9,46.8,23.7,9,7.7,5.5,10,13.9,34.3,19.7,36.1,38.3,19,56,437,1921
86034,2039,1086,953,8.1,5.2,6.4,6.4,16.1,43.5,14.2,4.5,7.5,7.9,4.7,18.3,36.7,20.5,29.5,35.5,4,109,1021,4343
7044,13901,6419,7482,6,9.3,9.1,6.8,11.7,31.3,25.9,4.5,6.3,8.6,7,13.8,30.4,29.5,46.1,46.1,422,3306,29017,129512
68113,741,463,278,9.1,0,0.9,0,8.2,81.2,0.6,7.9,4,0,1.1,16.2,69.8,1.1,21.9,23.8,65,1428,22201,89240
49230,10316,5080,5236,5,7.1,8.2,9.8,10.8,30,29,4.3,6.8,7.5,12.2,13.1,26.5,29.6,47.7,49.4,181,1580,10661,46221
62058,790,390,400,5.6,3.1,9.5,7.2,13.1,37.4,24.1,8.3,9.8,9.8,13.5,9.3,29.8,19.8,40.9,48.2,6,34,145,578
4680,1070,525,545,4.2,8.8,9.9,5.5,7.6,33,31,10.8,4.6,6.4,5.7,13.8,32.7,26.1,47.7,41.3,21,79,459,2248
47523,3376,1674,1702,10.2,5.3,5.6,10.6,9.2,35.7,23.5,4.3,5,8.7,8.8,12.5,31.7,29,41.8,45.6,78,1052,8561,36866
65339,791,385,406,3.9,5.2,7.3,19.2,10.1,36.1,18.2,6.2,5.4,8.6,14,11.3,37.4,17,44.8,40.5,8,92,1157,4798
24131,52,52,0,0,0,0,0,0,100,0,-,-,-,-,-,-,-,-,-,4,36,199,1080
98683,32567,15284,17283,6.2,6.4,6.7,5.6,15.4,38.3,21.4,5.2,5.8,6.7,7.3,12.7,37,25.4,37,41.6,687,10464,162761,645019
42413,3584,1823,1761,4.7,8.6,5.6,3.4,16.7,32.5,28.5,10.8,5.8,8.1,6.3,11.2,35.9,21.9,43.3,36.4,34,704,5767,27287
53024,16952,8119,8833,8.3,8,7.6,6.5,13.5,36.3,19.8,5.4,6,8.4,8.5,11.2,37.1,23.4,39.4,42.6,455,8073,79405,340831
67701,6643,3256,3387,8.4,4.9,6.5,6,10.3,45.2,18.7,6,5.9,5.5,6,9.7,43.4,23.4,33,35.5,305,2638,19689,84740
13069,25314,12711,12603,5.2,7.9,7.8,7.4,14.9,38.6,18.1,6.2,7.5,7.9,7.2,12.5,38.3,20.4,38.2,39.4,452,5425,46326,202308
89115,60601,30439,30162,11.3,6.1,4.8,4.3,18.4,47.2,7.8,9.8,6.2,5.2,3.8,19,47.5,8.4,26.2,27.2,746,13582,137701,594816
99663,475,248,227,6,6.9,10.9,8.9,13.3,15.7,38.3,5.7,7.5,11,7.5,11,26.4,30.8,53.9,49.5,18,68,414,1679
13045,29816,14109,15707,5.1,5.8,5.7,6,10.4,48.6,18.5,4,6.1,5.2,5.3,9.7,48,21.7,33.1,32.1,744,14069,106684,474425
2672,155,94,61,0,0,0,28.7,0,71.3,0,0,0,0,59,0,41,0,-,59.2,10,20,104,798
21048,10703,5520,5183,4.4,10.7,10.7,8.1,12.3,35,18.8,3.9,10.8,10.4,7.3,12.3,29.9,25.3,44.2,47.4,289,2174,18365,89541
36742,1683,843,840,1.2,11.7,9.8,12.9,7.9,23.6,32.7,3.5,7.1,13,9.3,6.1,30.4,30.7,53.1,51.9,19,100,778,3775
6785,714,327,387,5.8,0,12.8,9.5,16.2,35.2,20.5,2.6,1.8,12.9,8.8,9.8,37.5,26.6,39.7,47.1,12,145,1242,6034
23124,3260,1651,1609,4.8,6.3,7.3,9.6,7.1,32.1,32.6,5.7,3.7,12.7,9.2,10.6,29.3,28.7,49.6,50.1,66,586,4720,20022
45431,26961,13642,13319,7.4,6.1,6.6,6.3,11.9,45.7,16.1,7.5,5.8,5.8,5.9,10.7,43.4,20.8,32.4,34.5,631,11105,126768,500755
37771,15866,7406,8460,8,6,5.2,4.8,14.2,38.9,23,6,4.6,7.8,5.6,14.3,39.8,22,34.4,37.8,375,5476,46252,190912
49045,5532,2618,2914,6.5,7,6,8.3,14.4,35.6,22.2,9.7,5.6,8.2,6.3,11.3,32.8,26,38.5,41.9,70,631,4640,19692
46030,3174,1538,1636,5.3,6.1,6.2,10.7,11.2,31.1,29.3,4,7.6,12.1,8.2,11.7,27.5,29,48.3,49.6,68,476,5305,20452
24844,2029,986,1043,4.4,9,8.6,6.5,8.3,35.6,27.6,8.1,9.1,7.5,12.5,8.6,26.9,27.2,45.4,49.1,42,244,2248,9939
37725,16501,8416,8085,5.1,7.1,9.2,6,13,33.8,25.7,5.9,7.2,7.2,6.4,9.6,32.6,31,43.3,46.2,224,2437,18385,76870
84405,31472,15419,16053,8.6,5.6,5.1,4.3,16.6,43.6,16.3,7.6,6.4,5,5.4,12.6,43.4,19.6,31.8,34,815,11985,92833,386049
70427,19817,8893,10924,8,5.6,7.3,8.2,16.3,34.4,20,7,4.9,5.9,6.8,15.6,34.9,24.8,35.2,36.3,330,5889,47216,200850
13118,6247,3477,2770,3.4,9.2,7.7,4.8,10.5,44.4,20,5.6,9.4,7.5,6.4,12.4,36.5,22.3,41.1,41.4,107,812,6297,27920
4285,443,208,235,0.5,6.3,7.2,9.6,4.8,18.8,52.9,4.7,3.4,11.5,13.2,6.4,20,40.9,60.7,57.1,7,11,82,785
12167,2878,1213,1665,3.5,4.7,8.4,10.6,10.1,27.1,35.4,4.3,5.2,7.4,5.5,10.8,36.7,30.2,52.5,43.8,55,599,3852,16243
33916,21720,10726,10994,6.6,7.8,5.5,6.5,15.4,43.3,14.9,8,6.5,8.2,4.9,14.5,39.6,18.4,32.5,33.4,492,8344,84756,364057
26444,3784,1901,1883,2.4,7.4,5.7,5.4,10,41.1,27.9,1.6,7.5,6.5,11,7.8,39.2,26.3,43.5,46.1,27,174,1187,8313
68663,741,391,350,2.8,1.8,12.3,3.6,28.4,23.8,27.4,4,4,10,5.7,14.3,37.7,24.3,39.8,39.7,15,65,517,2518
7851,101,58,43,0,5.2,0,3.4,17.2,58.6,15.5,16.3,7,0,7,0,46.5,23.3,30.3,42.7,17,59,364,1705
28442,1608,808,800,3.5,7.5,10.9,7.5,12.1,29.7,28.7,0,8.6,9,3.8,10.6,34.4,33.6,47.8,46.7,6,32,120,493
68948,331,171,160,7,5.3,3.5,4.1,17.5,37.4,25.1,3.8,4.4,6.9,4.4,10.6,45,25,38.8,36.5,13,49,332,1347
62311,725,395,330,1,5.3,8.9,4.6,8.6,42.5,29.1,1.8,9.1,7,7.6,3.9,40,30.6,44.1,46.6,24,81,534,2856
98092,42380,20649,21731,5.5,7.6,7,7.7,13.3,43.1,15.7,5.8,7.2,9.5,7.2,14.1,39.3,16.9,35.3,36.6,439,2414,18707,89670
16679,847,410,437,5.9,12.4,8.8,2.2,9,28.3,33.4,5.5,12.4,5.9,3.9,11.2,31.1,30,48.1,45.5,4,46,140,507
32814,7477,3675,3802,5.4,6.1,6,6.5,14.8,47.8,13.4,8.2,4.6,5.1,4.8,10.8,54.5,11.9,36.8,34.9,268,3262,44335,188198
61369,1510,694,816,2.2,9.1,10.4,8.8,12.5,30.5,26.5,8.8,9.2,8.6,4.8,4.4,30.3,33.9,48,48.1,34,597,4635,22971
47037,4654,2271,2383,6.2,5.7,7.1,5.9,16.4,40.8,17.9,4.7,5,6.2,5.5,15.1,39.2,24.4,36.1,39.6,70,572,4451,18237
7803,3649,1731,1918,6.9,3.4,16.6,4.7,15.8,37.5,15.2,3.9,12.2,10.2,2.7,12.9,38.4,19.8,37.8,42.6,89,684,5916,27000
2339,14226,7033,7193,8,11.7,5.7,5.9,17.5,33.2,18,6,9.1,5.4,8.9,11.7,36.4,22.5,39.3,43.8,635,7630,68366,308277
64037,6079,3115,2964,7.3,1.5,5.1,7.9,15.3,36.1,26.7,6.1,8,5.6,6.6,10.6,33.1,30.1,37.4,45.1,155,1560,10128,44095
12210,8428,4340,4088,5.9,2.9,6.7,5.3,7.6,56.1,15.5,4.3,7.1,7.1,6.9,5.6,54.9,14.2,31.3,33,387,3485,36278,153868
35759,7501,3628,3873,4.5,12.1,11.2,5.3,15.6,35.1,16.1,2.1,11.2,9,7.6,16,37.4,16.8,39.8,42,112,1162,8781,35543
17362,13795,7093,6702,4.2,8.3,9.2,7.3,14.9,35.5,20.7,4.6,8.3,10.2,7.4,12.1,34.5,22.8,41.6,44.1,173,2352,28278,110216
67733,96,46,50,0,0,21.7,4.3,0,0,73.9,0,0,8,20,0,8,64,66.2,63.2,5,11,28,142
29577,28888,13946,14942,6.6,8,7.3,7.7,8.2,42.3,20,5.7,6.9,7.6,6.5,10.1,37.5,25.7,39.4,41.6,2305,31557,196105,912594
91361,20831,10323,10508,3.6,7.1,7,8.9,12.1,31.3,30,4.1,8.2,8.6,9.3,9.3,29.3,31.1,46.8,49.1,1503,15217,289857,1145102
27809,4801,2348,2453,5.4,5.2,10.1,10.3,12,34.8,22.1,4.5,8.1,8.2,8.6,12.6,34.2,23.9,43.5,43.4,82,1991,19328,72946
60160,25656,13022,12634,9,4.3,5.6,5.3,18.4,46.2,11.1,8.1,6.3,4.6,5.1,15.3,43.6,17,30.3,33.5,772,17352,189613,813222
93254,813,375,438,13.3,0.8,3.2,4,15.5,38.1,25.1,13,1.6,2.5,9.6,25.6,37,10.7,34.4,26.5,13,46,399,2120
1054,1993,1025,968,6.9,3.3,7.3,4.9,12.6,28.7,36.3,3,7.5,6.1,12.5,9.5,28.6,32.7,47.7,50.7,32,122,867,3867
27804,29381,13612,15769,6.1,5.5,7.8,7.9,13.4,38.3,20.9,5,5.3,5.3,9,12.6,38.2,24.6,39.3,40.1,1102,21580,202240,839840
46920,983,496,487,6,2,2.2,10.9,19.6,46.2,13.1,6.6,5.1,17.7,1.6,19.9,36.8,12.3,38.9,37.8,11,28,202,783
37143,3847,1822,2025,8.2,5.3,7,5.7,15.1,37,21.7,4.7,8.2,10,7.1,10.7,39.3,19.9,39.6,41.7,47,174,1236,5856
30047,62325,31437,30888,5.3,7,8.5,6.9,16.2,40,16.2,7.3,8.9,7.3,7.4,13,35.1,21,36.9,40.9,1400,10796,73299,321328
57037,952,464,488,6,9.3,10.3,4.5,11,36.2,22.6,5.9,6.8,5.9,5.9,13.3,33.4,28.7,43.6,39.4,34,204,1060,4970
91326,36921,18049,18872,5.3,7.2,6.2,7.4,12.8,37.6,23.5,5.3,8.3,8.4,7.1,11.5,33.3,26.2,41.6,45,545,4634,33624,142857
75432,3516,1645,1871,7.5,6.4,4,4.7,10.5,41,26,7.5,5.7,6.9,7.3,13,33,26.6,37.6,43.1,47,778,2343,10049
99148,2035,1078,957,3.6,1.4,5,12.3,13.5,21.9,42.3,3.2,3,10.3,8.2,10.9,17.3,47,56.8,57,38,129,618,3003
68852,697,374,323,10.7,2.1,8,13.4,15.5,30.2,20.1,2.8,7.1,10.5,13.9,14.6,28.5,22.6,39.9,47.5,12,79,665,3040
42276,14643,7261,7382,5.9,6.4,7.9,5.5,15,36.5,22.8,4.1,6,7.4,7.9,11.4,35.7,27.6,38.9,43.6,366,6003,63880,267198
71943,4826,2351,2475,3.5,8.6,3.7,6.8,15.7,35.4,26.3,10,4.8,4.2,6.9,9.3,35.6,29.2,42.1,40.8,105,1177,7180,31197
78022,4842,2237,2605,6.5,4.3,5.5,5.9,18,30.5,29.4,5.5,4.5,6.4,7,12.8,35,28.8,38.5,42.7,162,1735,23143,87406
